Game,Result,Color,Opening,FirstMove
nebojsa1234_Sersh_2014.01.01_09:12:38,0,black,--,c7c5
taswo_Kermek_2014.01.01_09:13:01,1,white,Bird Opening,f2f4
taswo_Kermek_2014.01.01_09:13:01,0,black,--,b7b6
Mucho_padrino_2014.01.01_09:13:07,1,white,King's Gambit,e2e4
Mucho_padrino_2014.01.01_09:13:07,0,black,--,e7e5
Aleksandrenio_fb1350_2014.01.01_09:13:18,1,white,French Defense: Normal Variation,e2e4
Aleksandrenio_fb1350_2014.01.01_09:13:18,0,black,--,e7e6
faustgen_pouria_2014.01.01_09:13:03,1,white,Philidor Defense: Exchange Variation #2,e2e4
faustgen_pouria_2014.01.01_09:13:03,0,black,--,e7e5
wqsqws_barefoot_teacher_2014.01.01_09:12:38,0,white,Englund Gambit Declined,e2e3
wqsqws_barefoot_teacher_2014.01.01_09:12:38,1,black,Reversed French,e7e5
yur-koto_gintzu_2014.01.01_09:13:09,1,white,Van't Kruijs Opening,e2e3
yur-koto_gintzu_2014.01.01_09:13:09,0,black,--,d7d5
Jayasimha_cleoplatre_2014.01.01_09:12:40,0,white,Vienna Game: Falkbeer Variation,e2e4
Jayasimha_cleoplatre_2014.01.01_09:12:40,1,black,--,e7e5
jiHymas_ALEKS22_2014.01.01_09:12:14,1,white,English Opening: King's English Variation,c2c4
jiHymas_ALEKS22_2014.01.01_09:12:14,0,black,Reversed Sicilian,e7e5
karlik_Antonis_2014.01.01_09:12:40,1,white,Nimzo-Indian Defense: Normal Variation,d2d4
karlik_Antonis_2014.01.01_09:12:40,0,black,Bishop Attack,g8f6
Vitovt_krnathi143_2014.01.01_09:13:52,1,white,French Defense #2,e2e4
Vitovt_krnathi143_2014.01.01_09:13:52,0,black,--,e7e6
ramnam_alimahmoodi_2014.01.01_09:14:30,1,white,Italian Game: Two Knights Defense,e2e4
ramnam_alimahmoodi_2014.01.01_09:14:30,0,black,Knight Attack,e7e5
amir51_amin49_2014.01.01_09:14:48,0,white,French Defense: La Bourdonnais Variation,e2e4
amir51_amin49_2014.01.01_09:14:48,1,black,--,e7e6
1705012330402_mazyar-roozbeh_2014.01.01_09:14:54,1,white,Italian Game,e2e4
1705012330402_mazyar-roozbeh_2014.01.01_09:14:54,0,black,--,e7e5
Kermek_bauk_2014.01.01_09:14:57,0,white,Nimzo-Larsen Attack: Modern Variation #3,b2b3
Kermek_bauk_2014.01.01_09:14:57,1,black,--,e7e5
apokalypsa_E-Online_2014.01.01_09:15:35,0,white,Modern Defense,e2e4
apokalypsa_E-Online_2014.01.01_09:15:35,1,black,--,g7g6
xarra_Andchess_2014.01.01_09:16:15,1,white,King's Pawn Game: Wayward Queen Attack,e2e4
xarra_Andchess_2014.01.01_09:16:15,0,black,--,e7e5
amin-ghaemi_seriymax_2014.01.01_09:14:38,1/2,white,Four Knights Game: Italian Variation,e2e4
amin-ghaemi_seriymax_2014.01.01_09:14:38,1/2,black,--,e7e5
shaktimaan_Mh2014_2014.01.01_09:15:47,0,white,Sicilian Defense: Delayed Alapin,e2e4
shaktimaan_Mh2014_2014.01.01_09:15:47,1,black,--,c7c5
saeid1025_Chessking28_2014.01.01_09:16:01,1,white,King's Pawn Game: Wayward Queen Attack,e2e4
saeid1025_Chessking28_2014.01.01_09:16:01,0,black,--,e7e5
jmen_btgn_2014.01.01_09:16:42,1,white,Queen's Gambit Refused: Marshall Defense,d2d4
jmen_btgn_2014.01.01_09:16:42,0,black,--,d7d5
SMITANT_tricho_2014.01.01_09:15:59,1,white,French Defense: Exchange Variation,e2e4
SMITANT_tricho_2014.01.01_09:15:59,0,black,--,e7e6
Emiroide_NaDengi_2014.01.01_09:16:23,1,white,King's Pawn Game: Wayward Queen Attack,e2e4
Emiroide_NaDengi_2014.01.01_09:16:23,0,black,--,e7e5
julia-14_farzadov_2014.01.01_09:16:28,1,white,Queen's Pawn,d2d4
julia-14_farzadov_2014.01.01_09:16:28,0,black,--,c7c6
jmen_fb1350_2014.01.01_09:18:50,1,white,Queen's Pawn,d2d4
jmen_fb1350_2014.01.01_09:18:50,0,black,--,c7c6
buka_gerardfredj_2014.01.01_09:18:04,1,white,Italian Game,e2e4
buka_gerardfredj_2014.01.01_09:18:04,0,black,--,e7e5
TrBest_gnida_2014.01.01_09:18:22,0,white,Ruy Lopez: Cozio Defense,e2e4
TrBest_gnida_2014.01.01_09:18:22,1,black,--,e7e5
coldyn_pachiviris_2014.01.01_09:18:04,1,white,Bishop's Opening: Berlin Defense,e2e4
coldyn_pachiviris_2014.01.01_09:18:04,0,black,--,e7e5
kirov66_mamadamir_2014.01.01_09:17:15,1,white,French Defense: Steinitz Attack,e2e4
kirov66_mamadamir_2014.01.01_09:17:15,0,black,--,e7e6
pouria_faustgen_2014.01.01_09:18:58,1,white,King's Indian Attack,g1f3
pouria_faustgen_2014.01.01_09:18:58,0,black,--,d7d5
AlisA009_n--s--k-chess-1973_2014.01.01_09:18:30,1,white,Sicilian Defense: Wing Gambit,e2e4
AlisA009_n--s--k-chess-1973_2014.01.01_09:18:30,0,black,--,c7c5
Lenur_vid_2014.01.01_09:17:52,0,white,Slav Defense: Exchange Variation,d2d4
Lenur_vid_2014.01.01_09:17:52,1,black,--,d7d5
ramnam_vadikass_2014.01.01_09:18:08,1,white,French Defense: Knight Variation,e2e4
ramnam_vadikass_2014.01.01_09:18:08,0,black,--,e7e6
zdzichu70_Magucho_2014.01.01_09:19:06,1,white,Italian Game: Two Knights Defense,e2e4
zdzichu70_Magucho_2014.01.01_09:19:06,0,black,Ulvestad Variation,e7e5
ensiye_tomi56_2014.01.01_09:19:46,0,white,Philidor Defense #2,e2e4
ensiye_tomi56_2014.01.01_09:19:46,1,black,--,e7e5
E-Online_apokalypsa_2014.01.01_09:19:51,1,white,Van't Kruijs Opening,e2e3
E-Online_apokalypsa_2014.01.01_09:19:51,0,black,--,e7e5
yur-koto_joancutru_2014.01.01_09:19:35,1,white,Modern Defense,d2d4
yur-koto_joancutru_2014.01.01_09:19:35,0,black,--,g7g6
4thzcon_Ghevondyan1962_2014.01.01_09:18:14,0,white,Colle System,d2d4
4thzcon_Ghevondyan1962_2014.01.01_09:18:14,1,black,--,d7d5
Vax_wqsqws_2014.01.01_09:20:43,1,white,Rat Defense: Harmonist,e2e4
Vax_wqsqws_2014.01.01_09:20:43,0,black,--,d7d6
taswo_Neck_Cramp_2014.01.01_09:19:09,1,white,Pirc Defense #5,d2d4
taswo_Neck_Cramp_2014.01.01_09:19:09,0,black,--,d7d6
bohdanvi2013_dhananjay99_2014.01.01_09:20:22,0,white,Russian Game: Three Knights Game,e2e4
bohdanvi2013_dhananjay99_2014.01.01_09:20:22,1,black,--,e7e5
diogen613_alekc200155_2014.01.01_09:19:13,0,white,Sicilian Defense #2,e2e4
diogen613_alekc200155_2014.01.01_09:19:13,1,black,--,c7c5
Karen_Armenia_geneven_2014.01.01_09:20:42,0,white,Sicilian Defense: Old Sicilian,e2e4
Karen_Armenia_geneven_2014.01.01_09:20:42,1,black,--,c7c5
asokee123_ostap_2014.01.01_09:20:59,0,white,Queen's Pawn Game: Zukertort Variation,d2d4
asokee123_ostap_2014.01.01_09:20:59,1,black,--,d7d5
sergey36_ura_2014.01.01_09:20:03,0,white,Sicilian Defense: Bowdler Attack,e2e4
sergey36_ura_2014.01.01_09:20:03,1,black,--,c7c5
julia-14_farzadov_2014.01.01_09:21:23,1,white,Queen's Pawn,d2d4
julia-14_farzadov_2014.01.01_09:21:23,0,black,--,c7c6
vanzan_orio_2014.01.01_09:21:29,1,white,French Defense: La Bourdonnais Variation,e2e4
vanzan_orio_2014.01.01_09:21:29,0,black,--,e7e6
consun_a57036_2014.01.01_09:22:27,1,white,Queen's Gambit Refused: Chigorin Defense,d2d4
consun_a57036_2014.01.01_09:22:27,0,black,Exchange Variation,d7d5
Neck_Cramp_Berti_2014.01.01_09:22:12,1,white,Philidor Defense #2,e2e4
Neck_Cramp_Berti_2014.01.01_09:22:12,0,black,--,e7e5
Meaburro_Rititi_2014.01.01_09:22:17,0,white,Sicilian Defense: Snyder Variation,e2e4
Meaburro_Rititi_2014.01.01_09:22:17,1,black,--,c7c5
coralines_surfer7_2014.01.01_09:21:48,0,white,Horwitz Defense,d2d4
coralines_surfer7_2014.01.01_09:21:48,1,black,--,e7e6
vadikass_viksav_2014.01.01_09:22:09,0,white,Queen's Gambit Declined: Barmen Variation,d2d4
vadikass_viksav_2014.01.01_09:22:09,1,black,--,d7d5
mojahed_j0hncap0ne_2014.01.01_09:23:06,1,white,King's Pawn Game: McConnell Defense,e2e4
mojahed_j0hncap0ne_2014.01.01_09:23:06,0,black,--,e7e5
WallaceV_khandiliakhap_2014.01.01_09:22:35,1,white,Petrov's Defense #2,e2e4
WallaceV_khandiliakhap_2014.01.01_09:22:35,0,black,--,e7e5
amayak_lexich_2014.01.01_09:22:39,1/2,white,Caro-Kann Defense: Advance Variation,e2e4
amayak_lexich_2014.01.01_09:22:39,1/2,black,Botvinnik-Carls Defense,c7c6
alexej_zunjo_2014.01.01_09:22:58,0,white,Queen's Pawn Game #3,d2d4
alexej_zunjo_2014.01.01_09:22:58,1,black,--,d7d5
Lara148_seriymax_2014.01.01_09:23:27,0,white,Four Knights Game: Gunsberg Variation,e2e4
Lara148_seriymax_2014.01.01_09:23:27,1,black,--,e7e5
apokalypsa_E-Online_2014.01.01_09:23:54,0,white,Modern Defense,e2e4
apokalypsa_E-Online_2014.01.01_09:23:54,1,black,--,g7g6
nazer_AndreYonadam_2014.01.01_09:24:48,1,white,Center Game,e2e4
nazer_AndreYonadam_2014.01.01_09:24:48,0,black,--,e7e5
branislav43_heydar_chaloos_2014.01.01_09:24:09,1,white,Scandinavian Defense,e2e4
branislav43_heydar_chaloos_2014.01.01_09:24:09,0,black,--,d7d5
SEMAGA_shivakrishna_2014.01.01_09:24:43,1,white,Van't Kruijs Opening,e2e3
SEMAGA_shivakrishna_2014.01.01_09:24:43,0,black,--,e7e5
amir7_joancutru_2014.01.01_09:25:40,0,white,King's Pawn Game: Wayward Queen Attack,e2e4
amir7_joancutru_2014.01.01_09:25:40,1,black,--,e7e5
geneven_Karen_Armenia_2014.01.01_09:25:44,1,white,French Defense: Normal Variation,e2e4
geneven_Karen_Armenia_2014.01.01_09:25:44,0,black,--,e7e6
julia-14_marina1984_2014.01.01_09:25:26,1,white,Indian Game,d2d4
julia-14_marina1984_2014.01.01_09:25:26,0,black,--,g8f6
bauk_Kermek_2014.01.01_09:25:43,1,white,Caro-Kann Defense,e2e4
bauk_Kermek_2014.01.01_09:25:43,0,black,--,c7c6
mv163_nebojsa1234_2014.01.01_09:24:49,1,white,Queen's Gambit,d2d4
mv163_nebojsa1234_2014.01.01_09:24:49,0,black,--,d7d5
padrino_farzadov_2014.01.01_09:25:34,0,white,Caro-Kann Defense: Advance Variation,e2e4
padrino_farzadov_2014.01.01_09:25:34,1,black,--,c7c6
augustus_hill_ramnam_2014.01.01_09:26:20,1/2,white,Sicilian Defense,e2e4
augustus_hill_ramnam_2014.01.01_09:26:20,1/2,black,--,c7c5
BajaArtists_vladimir777_2014.01.01_09:26:23,1,white,King's Pawn Game: Dresden Opening,e2e4
BajaArtists_vladimir777_2014.01.01_09:26:23,0,black,--,e7e5
Alex_7_tricho_2014.01.01_09:26:53,0,white,French Defense: Knight Variation,e2e4
Alex_7_tricho_2014.01.01_09:26:53,1,black,--,e7e6
taswo_wqsqws_2014.01.01_09:27:40,1,white,Van't Kruijs Opening,e2e3
taswo_wqsqws_2014.01.01_09:27:40,0,black,--,d7d6
bve22_petras_2014.01.01_09:25:47,1,white,Italian Game: Deutz Gambit,e2e4
bve22_petras_2014.01.01_09:25:47,0,black,--,e7e5
tntonex_belinda_2014.01.01_09:27:18,0,white,French Defense: Knight Variation,e2e4
tntonex_belinda_2014.01.01_09:27:18,1,black,--,e7e6
tomi56_SMITANT_2014.01.01_09:28:02,0,white,Four Knights Game,e2e4
tomi56_SMITANT_2014.01.01_09:28:02,1,black,--,e7e5
taishir_tired555new_2014.01.01_09:25:36,1,white,English Opening: Symmetrical Variation,c2c4
taishir_tired555new_2014.01.01_09:25:36,0,black,Botvinnik System Reversed,c7c5
E-Online_apokalypsa_2014.01.01_09:27:42,0,white,Van't Kruijs Opening,e2e3
E-Online_apokalypsa_2014.01.01_09:27:42,1,black,--,e7e5
ramnam_augustus_hill_2014.01.01_09:28:39,1,white,Blackmar-Diemer Gambit,e2e4
ramnam_augustus_hill_2014.01.01_09:28:39,0,black,--,d7d5
diogen613_Magucho_2014.01.01_09:27:45,0,white,Vienna Game: Stanley Variation,e2e4
diogen613_Magucho_2014.01.01_09:27:45,1,black,--,e7e5
kraljpredvida_zdzichu70_2014.01.01_09:28:12,1,white,Semi-Slav Defense: Noteboom Variation,d2d4
kraljpredvida_zdzichu70_2014.01.01_09:28:12,0,black,--,d7d5
nazer_HighOnLife_2014.01.01_09:29:22,1,white,French Defense #2,e2e4
nazer_HighOnLife_2014.01.01_09:29:22,0,black,--,e7e6
herkesz_miroslavkara83_2014.01.01_09:31:03,0,white,Caro-Kann Defense,e2e4
herkesz_miroslavkara83_2014.01.01_09:31:03,1,black,--,c7c6
khodamam41_sakrat_2014.01.01_09:29:52,0,white,Gruenfeld Defense: Three Knights Variation,d2d4
khodamam41_sakrat_2014.01.01_09:29:52,1,black,Burille Variation,g8f6
mashti_olin_2014.01.01_09:30:56,0,white,Sicilian Defense: Staunton-Cochrane Variation,e2e4
mashti_olin_2014.01.01_09:30:56,1,black,--,c7c5
ozi99_geneven_2014.01.01_09:30:01,0,white,Mieses Opening,d2d3
ozi99_geneven_2014.01.01_09:30:01,1,black,--,d7d5
burina_pouria_2014.01.01_09:30:19,1,white,Indian Game,d2d4
burina_pouria_2014.01.01_09:30:19,0,black,--,g8f6
TigerWoodie_Kirsan13_2014.01.01_09:31:16,0,white,Sicilian Defense: Bowdler Attack,e2e4
TigerWoodie_Kirsan13_2014.01.01_09:31:16,1,black,--,c7c5
augustus_hill_tntonex_2014.01.01_09:31:36,1,white,French Defense: Two Knights Variation,e2e4
augustus_hill_tntonex_2014.01.01_09:31:36,0,black,--,e7e6
Hax--Hax_Badarala_2014.01.01_09:31:10,0,white,Modern Defense,d2d4
Hax--Hax_Badarala_2014.01.01_09:31:10,1,black,--,g7g6
danigrec_rastko_2014.01.01_09:29:40,1,white,Queen's Gambit Refused: Chigorin Defense #3,d2d4
danigrec_rastko_2014.01.01_09:29:40,0,black,--,d7d5
Kermek_bauk_2014.01.01_09:31:11,0,white,Nimzo-Larsen Attack: Modern Variation,b2b3
Kermek_bauk_2014.01.01_09:31:11,1,black,--,e7e5
ostap_faustgen_2014.01.01_09:31:33,0,white,Four Knights Game,e2e4
ostap_faustgen_2014.01.01_09:31:33,1,black,--,e7e5
kirov66_-chess3_2014.01.01_09:31:38,1,white,King's Pawn Game: Napoleon Attack,e2e4
kirov66_-chess3_2014.01.01_09:31:38,0,black,--,e7e5
coralines_surfer7_2014.01.01_09:32:01,0,white,Benoni Defense: Benoni Gambit Accepted,d2d4
coralines_surfer7_2014.01.01_09:32:01,1,black,--,c7c5
tiptop414_CReW_2014.01.01_09:31:41,0,white,King's Gambit,e2e4
tiptop414_CReW_2014.01.01_09:31:41,1,black,Falkbeer Countergambit,e7e5
Elmar_araratcoo_2014.01.01_09:33:11,1,white,Philidor Defense #2,e2e4
Elmar_araratcoo_2014.01.01_09:33:11,0,black,--,e7e5
consun_erkin-57_2014.01.01_09:32:12,1,white,Queen's Gambit Refused: Marshall Defense,d2d4
consun_erkin-57_2014.01.01_09:32:12,0,black,--,g8f6
NaDengi_Sersh_2014.01.01_09:33:29,0,white,Sicilian Defense: Closed,e2e4
NaDengi_Sersh_2014.01.01_09:33:29,1,black,--,c7c5
Ferma_mamadamir_2014.01.01_09:33:14,1,white,King's Gambit Accepted,e2e4
Ferma_mamadamir_2014.01.01_09:33:14,0,black,Schallopp Defense,e7e5
archi1234567_jolubolu_2014.01.01_09:34:31,0,white,Queen's Pawn,d2d4
archi1234567_jolubolu_2014.01.01_09:34:31,1,black,--,a7a6
Rititi_Meaburro_2014.01.01_09:34:11,1,white,Scotch Game,e2e4
Rititi_Meaburro_2014.01.01_09:34:11,0,black,--,e7e5
augustus_hill_tntonex_2014.01.01_09:34:10,1,white,French Defense: Knight Variation,e2e4
augustus_hill_tntonex_2014.01.01_09:34:10,0,black,--,e7e6
shivakrishna_mv163_2014.01.01_09:34:38,1,white,King's Indian Defense: Four Pawns Attack,d2d4
shivakrishna_mv163_2014.01.01_09:34:38,0,black,--,g8f6
cleoplatre_Rupert80_2014.01.01_09:34:53,0,white,French Defense: Advance Variation,e2e4
cleoplatre_Rupert80_2014.01.01_09:34:53,1,black,Nimzowitsch System,e7e6
PolarBear_hemaster_2014.01.01_09:34:08,1/2,white,Dutch Defense,d2d4
PolarBear_hemaster_2014.01.01_09:34:08,1/2,black,--,f7f5
tntonex_augustus_hill_2014.01.01_09:35:34,0,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
tntonex_augustus_hill_2014.01.01_09:35:34,1,black,--,d7d5
gerardfredj_almacellesiti_2014.01.01_09:33:59,1,white,Queen's Pawn Game: Chigorin Variation,d2d4
gerardfredj_almacellesiti_2014.01.01_09:33:59,0,black,--,d7d5
geneven_poliak_2014.01.01_09:36:15,1,white,French Defense: Paulsen Variation,e2e4
geneven_poliak_2014.01.01_09:36:15,0,black,--,e7e6
sergey36_surendhar_2014.01.01_09:37:14,0,white,Scandinavian Defense,e2e4
sergey36_surendhar_2014.01.01_09:37:14,1,black,--,d7d5
badplayer2013_Serg11228899_2014.01.01_09:34:43,0,white,Nimzo-Indian Defense,d2d4
badplayer2013_Serg11228899_2014.01.01_09:34:43,1,black,--,e7e6
gae_Nelgregor_2014.01.01_09:36:33,0,white,English Opening: King's English Variation,c2c4
gae_Nelgregor_2014.01.01_09:36:33,1,black,Two Knights Variation,e7e5
dhananjay99_bohdanvi2013_2014.01.01_09:36:36,0,white,Russian Game: Cozio (Lasker) Attack,e2e4
dhananjay99_bohdanvi2013_2014.01.01_09:36:36,1,black,--,e7e5
SMITANT_tomi56_2014.01.01_09:34:33,1,white,Philidor Defense: Exchange Variation,e2e4
SMITANT_tomi56_2014.01.01_09:34:33,0,black,--,e7e5
vadikass_farzadov_2014.01.01_09:35:39,0,white,Slav Defense #2,d2d4
vadikass_farzadov_2014.01.01_09:35:39,1,black,--,c7c6
ruilua_unzval_2014.01.01_09:36:00,1,white,French Defense: Knight Variation,e2e4
ruilua_unzval_2014.01.01_09:36:00,0,black,--,e7e6
amin-ghaemi_poliak_2014.01.01_09:38:53,1,white,French Defense: Knight Variation,e2e4
amin-ghaemi_poliak_2014.01.01_09:38:53,0,black,--,e7e6
PiratBlack_miroslavkara83_2014.01.01_09:37:54,0,white,English Opening,c2c4
PiratBlack_miroslavkara83_2014.01.01_09:37:54,1,black,--,a7a6
julia-14_Callaan42_2014.01.01_09:35:53,0,white,Horwitz Defense,d2d4
julia-14_Callaan42_2014.01.01_09:35:53,1,black,--,e7e6
PeterPen_joancutru_2014.01.01_09:36:24,0,white,Italian Game: Classical Variation,e2e4
PeterPen_joancutru_2014.01.01_09:36:24,1,black,Greco Gambit,e7e5
Antagui_scartys_2014.01.01_09:35:21,0,white,Ruy Lopez: Morphy Defense,e2e4
Antagui_scartys_2014.01.01_09:35:21,1,black,Wormald Attack,e7e5
augustus_hill_tntonex_2014.01.01_09:36:56,1,white,French Defense: Knight Variation,e2e4
augustus_hill_tntonex_2014.01.01_09:36:56,0,black,--,e7e6
george2013_Bordok_2014.01.01_09:37:40,1,white,Sicilian Defense: Richter-Rauzer Variation,e2e4
george2013_Bordok_2014.01.01_09:37:40,0,black,Vitolins Variation,c7c5
karlik_galina-malina_2014.01.01_09:38:13,0,white,Queen's Gambit Declined: Normal Defense,d2d4
karlik_galina-malina_2014.01.01_09:38:13,1,black,--,d7d5
apokalypsa_E-Online_2014.01.01_09:39:14,1,white,Modern Defense,e2e4
apokalypsa_E-Online_2014.01.01_09:39:14,0,black,--,g7g6
HellMan_addada_2014.01.01_09:38:59,1/2,white,Nimzo-Larsen Attack: Modern Variation #3,b2b3
HellMan_addada_2014.01.01_09:38:59,1/2,black,--,e7e5
NAJSPORIJI_ramnam_2014.01.01_09:38:37,0,white,Horwitz Defense,d2d4
NAJSPORIJI_ramnam_2014.01.01_09:38:37,1,black,--,e7e6
dan50_Alex_7_2014.01.01_09:39:29,1,white,Colle System #2,d2d4
dan50_Alex_7_2014.01.01_09:39:29,0,black,--,d7d5
feyyaz_ramnam_2014.01.01_09:33:35,0,white,Grob Opening,g2g4
feyyaz_ramnam_2014.01.01_09:33:35,1,black,--,c7c5
serd_ostap_2014.01.01_09:38:48,0,white,Philidor Defense #2,e2e4
serd_ostap_2014.01.01_09:38:48,1,black,--,e7e5
amayak_tired555new_2014.01.01_09:38:16,1/2,white,Sicilian Defense: Wing Gambit,e2e4
amayak_tired555new_2014.01.01_09:38:16,1/2,black,Marshall Variation,c7c5
bohdanvi2013_dhananjay99_2014.01.01_09:38:57,1,white,Philidor Defense #2,e2e4
bohdanvi2013_dhananjay99_2014.01.01_09:38:57,0,black,--,e7e5
bhirghu_chessagamemate3_2014.01.01_09:39:49,1,white,Nimzowitsch Defense: Kennedy Variation,e2e4
bhirghu_chessagamemate3_2014.01.01_09:39:49,0,black,Linksspringer Variation,b8c6
burina_geneven_2014.01.01_09:38:47,0,white,Queen's Pawn Game,d2d4
burina_geneven_2014.01.01_09:38:47,1,black,--,d7d5
kirov66_ILOVERUSSIA_2014.01.01_09:41:44,1/2,white,King's Pawn Game: Napoleon Attack,e2e4
kirov66_ILOVERUSSIA_2014.01.01_09:41:44,1/2,black,--,e7e5
Kermek_bauk_2014.01.01_09:41:28,0,white,Van Geet Opening,b1c3
Kermek_bauk_2014.01.01_09:41:28,1,black,--,b7b6
mohammadd_rahman20_2014.01.01_09:41:45,1,white,King's Pawn Game: Damiano Defense,e2e4
mohammadd_rahman20_2014.01.01_09:41:45,0,black,--,e7e5
yo-yoker_taswo_2014.01.01_09:42:54,0,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
yo-yoker_taswo_2014.01.01_09:42:54,1,black,--,d7d5
amin-ghaemi_Mix11_2014.01.01_09:42:34,0,white,Sicilian Defense,e2e4
amin-ghaemi_Mix11_2014.01.01_09:42:34,1,black,--,c7c5
CReW_tiptop414_2014.01.01_09:43:08,0,white,Sicilian Defense,e2e4
CReW_tiptop414_2014.01.01_09:43:08,1,black,--,c7c5
zeromh_franco634_2014.01.01_09:42:51,0,white,Modern Defense,e2e4
zeromh_franco634_2014.01.01_09:42:51,1,black,--,g7g6
Sergmeh_little_josh_2014.01.01_09:40:45,1/2,white,Philidor Defense #2,e2e4
Sergmeh_little_josh_2014.01.01_09:40:45,1/2,black,--,e7e5
metrolog_NaDengi_2014.01.01_09:40:58,1,white,Horwitz Defense,d2d4
metrolog_NaDengi_2014.01.01_09:40:58,0,black,--,e7e6
nazer_Superhanss_2014.01.01_09:43:18,1,white,Bishop's Opening: Berlin Defense,e2e4
nazer_Superhanss_2014.01.01_09:43:18,0,black,--,e7e5
Arcan_Bordok_2014.01.01_09:41:52,0,white,Queen's Gambit Declined: Three Knights Variation,d2d4
Arcan_Bordok_2014.01.01_09:41:52,1,black,--,d7d5
julia-14_dan50_2014.01.01_09:43:27,1,white,Indian Game,d2d4
julia-14_dan50_2014.01.01_09:43:27,0,black,--,g8f6
laleh_TeAmoBio_2014.01.01_09:43:46,1,white,Queen's Gambit Refused: Chigorin Defense,d2d4
laleh_TeAmoBio_2014.01.01_09:43:46,0,black,--,b8c6
Migometr_avgust-mir_2014.01.01_09:43:51,1,white,Italian Game: Giuoco Pianissimo,e2e4
Migometr_avgust-mir_2014.01.01_09:43:51,0,black,Normal,e7e5
dashalready_dalejn_2014.01.01_09:43:01,1,white,Queen's Pawn Game: Chigorin Variation,g1f3
dashalready_dalejn_2014.01.01_09:43:01,0,black,--,d7d5
I00-000I_job_2014.01.01_09:44:17,1,white,Grob Opening,g2g4
I00-000I_job_2014.01.01_09:44:17,0,black,--,c7c5
iCat_G1Stas_2014.01.01_09:40:58,0,white,Queen's Gambit Accepted: Old Variation,d2d4
iCat_G1Stas_2014.01.01_09:40:58,1,black,--,d7d5
bluesteyn_Alex_7_2014.01.01_09:44:22,1,white,Semi-Slav Defense: Accelerated Move Order,d2d4
bluesteyn_Alex_7_2014.01.01_09:44:22,0,black,--,e7e6
vladimir1951_nicocorico_2014.01.01_09:44:33,1,white,Englund Gambit,d2d4
vladimir1951_nicocorico_2014.01.01_09:44:33,0,black,--,e7e5
seriymax_roseandlily_2014.01.01_09:45:04,1,white,Philidor Defense #2,e2e4
seriymax_roseandlily_2014.01.01_09:45:04,0,black,--,e7e5
vladimir777_BajaArtists_2014.01.01_09:43:56,0,white,King's Gambit Declined,e2e4
vladimir777_BajaArtists_2014.01.01_09:43:56,1,black,Queen's Knight Defense,e7e5
Mucho_JPMTABOGADOS_2014.01.01_09:44:10,1,white,King's Gambit,e2e4
Mucho_JPMTABOGADOS_2014.01.01_09:44:10,0,black,--,e7e5
tntonex_augustus_hill_2014.01.01_09:45:23,0,white,King's Pawn Game: Leonardis Variation,e2e4
tntonex_augustus_hill_2014.01.01_09:45:23,1,black,--,e7e5
slava77_rudolfo939_2014.01.01_09:45:42,1,white,Pirc Defense #5,e2e4
slava77_rudolfo939_2014.01.01_09:45:42,0,black,--,d7d6
sergey36_stari_2014.01.01_09:45:40,0,white,Bishop's Opening: Boi Variation,e2e4
sergey36_stari_2014.01.01_09:45:40,1,black,--,e7e5
jmen_Aiex-1_2014.01.01_09:46:15,0,white,Horwitz Defense,d2d4
jmen_Aiex-1_2014.01.01_09:46:15,1,black,--,e7e6
NAJSPORIJI_mario40_2014.01.01_09:46:18,1,white,Queen's Pawn Game,d2d4
NAJSPORIJI_mario40_2014.01.01_09:46:18,0,black,--,d7d5
augustus_hill_tntonex_2014.01.01_09:46:22,1,white,Philidor Defense: Nimzowitsch Variation,e2e4
augustus_hill_tntonex_2014.01.01_09:46:22,0,black,Klein Variation,e7e5
sakklovagok_gojkon_2014.01.01_09:46:25,0,white,Sicilian Defense: Smith-Morra Gambit #2,e2e4
sakklovagok_gojkon_2014.01.01_09:46:25,1,black,--,c7c5
HellMan_TomoKnez_2014.01.01_09:46:39,0,white,Zukertort Opening: Double Fianchetto Attack,b2b3
HellMan_TomoKnez_2014.01.01_09:46:39,1,black,--,g8f6
Bocko_Egor777_2014.01.01_09:46:27,1,white,Pirc Defense #4,e2e4
Bocko_Egor777_2014.01.01_09:46:27,0,black,--,d7d6
PeterPen_btgn_2014.01.01_09:47:02,1,white,Russian Game: Damiano Variation,e2e4
PeterPen_btgn_2014.01.01_09:47:02,0,black,--,e7e5
bernes_taswo_2014.01.01_09:47:02,0,white,Queen's Pawn Game: Krause Variation,d2d4
bernes_taswo_2014.01.01_09:47:02,1,black,--,d7d5
